# chrom	start	end	chrom	start	end	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep
chr1	11904090	11905526	chr1	11904090	11905525	0.84	0.87	0.3	0.88	0.88	0.89	0.86	0.84	0.86	0.85	0.88	0.89	0.88	0.89	0.88	0.74	0.86	0.87	0.88	0.86	0.89	0.87	0.86	0.89	0.87	0.88	0.88	0.85	0.86	0.87	0.87
chr1	11906186	11907270	chr1	11906186	11907269	0.96	0.98	0.13	0.98	0.94	0.99	0.98	0.96	0.97	0.98	0.98	0.97	0.98	0.97	0.98	0.86	0.97	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.98	0.99	0.98	0.98	0.97	0.96
chr1	11965594	11965703	chr1	11965594	11965702	0.94	0.97	0.98	0.98	0.99	0.98	0.96	0.93	0.97	1.0	0.97	0.98	0.98	0.98	0.97	0.67	0.15	0.53	0.77	0.78	0.76	0.98	0.97	0.98	0.98	0.99	1.0	0.97	0.97	0.99	0.98
chr1	12060488	12060716	chr1	12060488	12060715	0.96	0.95	0.23	0.97	0.92	0.98	0.95	0.89	0.95	0.93	0.95	0.97	0.97	0.94	0.97	0.92	0.95	0.84	0.97	0.97	0.97	0.95	0.94	0.96	0.97	0.96	0.94	0.95	0.95	0.97	0.96
chr1	12094955	12095142	chr1	12094955	12095141	0.96	0.94	0.96	0.97	0.96	0.97	0.95	0.92	0.92	0.94	0.94	0.97	0.96	0.96	0.94	0.77	0.97	0.97	0.88	0.14	0.97	0.95	0.94	0.97	0.95	0.95	0.93	0.94	0.95	0.96	0.94
chr1	12237781	12237918	chr1	12237781	12237917	0.71	0.89	0.92	0.9	0.97	0.83	0.86	0.81	0.78	0.88	0.83	0.95	0.97	0.88	0.98	0.93	0.08	0.46	0.89	0.95	0.99	0.94	0.91	0.95	0.95	0.87	0.91	0.92	0.97	0.98	0.98
chr1	12559495	12560014	chr1	12559495	12560013	0.37	0.91	0.96	0.96	0.92	0.97	0.96	0.94	0.96	0.93	0.96	0.92	0.95	0.94	0.9	0.85	0.95	0.95	0.95	0.96	0.95	0.94	0.93	0.96	0.93	0.97	0.95	0.96	0.95	0.96	0.96
chr1	12582916	12583313	chr1	12582916	12583312	0.95	0.97	0.98	0.97	0.98	0.2	0.98	0.98	0.97	0.97	0.99	0.96	0.96	0.99	0.78	0.86	0.98	0.99	0.97	0.98	0.98	0.96	0.77	0.96	0.97	0.99	0.98	0.95	0.98	0.97	0.94
chr1	12585206	12585432	chr1	12585206	12585431	0.79	0.96	0.98	0.97	0.97	0.14	0.96	0.92	0.94	0.96	0.96	0.8	0.69	0.97	0.94	0.85	0.96	0.94	0.91	0.92	0.93	0.96	0.93	0.97	0.96	0.98	0.97	0.94	0.97	0.95	0.91
chr1	12634617	12634820	chr1	12634617	12634819	0.96	0.97	0.98	0.98	0.97	0.96	0.98	0.96	0.96	0.97	0.97	0.96	0.98	0.97	0.98	0.88	0.97	0.96	0.98	0.98	0.96	0.94	0.93	0.96	0.96	0.95	0.33	0.98	0.97	0.98	0.97
chr1	14031909	14032104	chr1	14031909	14032103	0.85	0.89	0.93	0.97	0.96	0.91	0.97	0.96	0.96	0.97	0.95	0.95	0.95	0.93	0.96	0.74	0.66	0.85	0.72	0.17	0.81	0.92	0.94	0.95	0.95	0.96	0.95	0.92	0.95	0.94	0.95
chr1	14141059	14141265	chr1	14141059	14141264	0.94	0.94	0.94	0.94	0.86	0.78	0.46	0.8	0.88	0.92	0.89	0.93	0.94	0.9	0.92	0.73	0.93	0.92	0.93	0.95	0.94	0.8	0.83	0.89	0.93	0.79	0.73	0.76	0.79	0.86	0.89
chr1	15187233	15187449	chr1	15187233	15187448	0.9	0.86	0.87	0.94	0.95	0.76	0.12	0.82	0.88	0.89	0.82	0.65	0.93	0.89	0.87	0.6	0.84	0.85	0.92	0.96	0.89	0.95	0.94	0.9	0.8	0.94	0.95	0.83	0.83	0.94	0.89
chr1	15194056	15194102	chr1	15194056	15194101	1.0	0.98	0.98	1.0	0.65	0.95	0.97	0.99	0.95	0.96	0.92	0.89	0.93	0.46	0.13	0.74	0.98	0.99	0.98	0.99	0.98	0.99	0.99	0.99	0.98	1.0	0.99	0.99	0.97	0.99	0.97
chr1	15232919	15233019	chr1	15232919	15233018	0.98	0.94	0.98	0.99	0.98	0.96	0.99	0.96	0.98	0.97	0.96	0.96	0.99	0.98	0.98	0.71	0.93	0.92	0.93	0.92	0.94	0.94	0.96	0.78	0.29	0.98	0.99	0.98	0.85	0.94	0.98
chr1	15281036	15281105	chr1	15281036	15281104	0.95	0.93	0.92	0.96	0.94	0.96	0.98	0.95	0.97	0.98	0.98	0.96	0.98	0.98	0.97	0.68	0.77	0.88	0.95	0.97	0.81	0.74	0.96	0.97	0.97	0.06	0.79	0.98	0.97	0.97	0.96
chr1	15405268	15405648	chr1	15405268	15405647	0.92	0.91	0.93	0.92	0.93	0.8	0.9	0.87	0.91	0.93	0.92	0.91	0.91	0.93	0.88	0.67	0.88	0.94	0.91	0.87	0.91	0.89	0.88	0.41	0.72	0.92	0.95	0.93	0.88	0.75	0.84
chr1	15547961	15548286	chr1	15547961	15548285	0.86	0.89	0.93	0.94	0.93	0.86	0.91	0.89	0.9	0.92	0.94	0.88	0.92	0.91	0.93	0.61	0.79	0.83	0.91	0.93	0.78	0.92	0.92	0.91	0.86	0.93	0.94	0.91	0.73	0.67	0.38
chr1	15765781	15766661	chr1	15765781	15766660	0.98	0.98	0.99	0.99	1.0	0.99	0.98	0.08	0.98	0.99	0.99	0.99	0.97	0.98	0.99	0.77	0.98	0.99	0.99	0.99	0.98	0.98	0.98	0.99	0.98	0.99	0.99	0.98	0.99	0.99	0.98
chr1	15767028	15767514	chr1	15767028	15767513	0.97	0.97	0.99	0.98	0.99	0.99	0.96	0.1	0.99	0.99	1.0	0.98	0.99	0.98	0.98	0.78	0.97	0.98	0.99	0.99	0.98	0.98	0.98	0.98	0.98	0.99	0.98	0.99	0.98	0.98	0.99
chr1	15776970	15777647	chr1	15776970	15777646	0.95	0.95	0.97	0.98	0.98	0.97	0.96	0.24	0.95	0.96	0.97	0.95	0.95	0.96	0.96	0.69	0.9	0.93	0.96	0.97	0.93	0.94	0.96	0.96	0.96	0.97	0.96	0.95	0.97	0.96	0.96
chr1	15783366	15783978	chr1	15783366	15783977	0.93	0.92	0.94	0.95	0.96	0.94	0.93	0.17	0.93	0.96	0.95	0.95	0.95	0.95	0.95	0.61	0.88	0.9	0.95	0.95	0.89	0.94	0.93	0.95	0.88	0.95	0.95	0.94	0.93	0.93	0.94
chr1	15785275	15785939	chr1	15785275	15785938	0.97	0.95	0.97	0.97	0.97	0.96	0.92	0.19	0.95	0.97	0.97	0.96	0.96	0.97	0.97	0.69	0.92	0.95	0.96	0.96	0.94	0.96	0.96	0.95	0.92	0.96	0.96	0.95	0.97	0.94	0.96
chr1	15799422	15800132	chr1	15799422	15800131	0.95	0.95	0.97	0.98	0.97	0.96	0.93	0.2	0.95	0.96	0.97	0.97	0.97	0.97	0.96	0.72	0.93	0.95	0.96	0.97	0.95	0.91	0.94	0.95	0.95	0.97	0.98	0.96	0.97	0.96	0.93
chr1	15802912	15803892	chr1	15802912	15803891	0.97	0.95	0.96	0.98	0.98	0.97	0.96	0.18	0.97	0.97	0.97	0.96	0.98	0.98	0.97	0.69	0.93	0.94	0.96	0.98	0.95	0.96	0.95	0.95	0.95	0.98	0.98	0.95	0.97	0.85	0.94
chr1	15821586	15822134	chr1	15821586	15822133	0.97	0.97	0.98	0.97	0.97	0.98	0.93	0.12	0.95	0.94	0.97	0.97	0.98	0.97	0.98	0.69	0.95	0.96	0.97	0.94	0.98	0.96	0.97	0.98	0.96	0.97	0.97	0.97	0.96	0.96	0.97
chr1	15890103	15890791	chr1	15890103	15890790	0.95	0.95	0.95	0.96	0.96	0.95	0.96	0.95	0.96	0.95	0.97	0.89	0.96	0.97	0.96	0.88	0.97	0.98	0.92	0.96	0.35	0.96	0.96	0.97	0.96	0.97	0.97	0.97	0.96	0.97	0.97
chr1	16030995	16031353	chr1	16030995	16031352	0.86	0.9	0.82	0.96	0.79	0.97	0.96	0.9	0.86	0.15	0.49	0.94	0.96	0.95	0.93	0.84	0.97	0.97	0.96	0.96	0.97	0.95	0.96	0.97	0.96	0.97	0.78	0.97	0.96	0.97	0.97
chr1	16332758	16332977	chr1	16332758	16332976	0.85	0.88	0.92	0.87	0.91	0.89	0.82	0.75	0.89	0.73	0.86	0.78	0.92	0.89	0.8	0.64	0.9	0.92	0.91	0.91	0.82	0.6	0.74	0.74	0.85	0.4	0.49	0.8	0.88	0.82	0.73
chr1	16446058	16446276	chr1	16446058	16446275	0.91	0.9	0.95	0.84	0.83	0.91	0.95	0.92	0.93	0.93	0.92	0.83	0.95	0.59	0.21	0.65	0.87	0.92	0.93	0.93	0.82	0.75	0.56	0.86	0.88	0.89	0.8	0.81	0.67	0.9	0.89
chr1	16465572	16465770	chr1	16465572	16465769	0.47	0.28	0.69	0.92	0.95	0.92	0.86	0.88	0.93	0.93	0.93	0.88	0.95	0.81	0.91	0.69	0.87	0.92	0.87	0.84	0.85	0.78	0.71	0.84	0.67	0.81	0.59	0.85	0.77	0.94	0.93
chr1	16597860	16598432	chr1	16597860	16598431	0.92	0.93	0.92	0.94	0.93	0.94	0.95	0.91	0.94	0.94	0.95	0.93	0.94	0.92	0.9	0.81	0.94	0.93	0.93	0.93	0.93	0.9	0.9	0.94	0.94	0.94	0.93	0.29	0.93	0.93	0.91
chr1	16669763	16670101	chr1	16669763	16670100	0.93	0.94	0.94	0.93	0.81	0.96	0.96	0.96	0.95	0.95	0.96	0.93	0.87	0.95	0.96	0.85	0.94	0.92	0.96	0.96	0.94	0.92	0.92	0.95	0.94	0.88	0.23	0.91	0.95	0.94	0.93
chr1	17773716	17774058	chr1	17773716	17774057	0.81	0.91	0.95	0.94	0.96	0.93	0.83	0.9	0.93	0.93	0.95	0.89	0.94	0.92	0.86	0.7	0.93	0.94	0.95	0.94	0.83	0.81	0.31	0.96	0.93	0.95	0.95	0.95	0.93	0.94	0.92
chr1	17841375	17841489	chr1	17841375	17841488	0.91	0.88	0.98	0.99	0.98	0.98	0.98	0.95	0.99	0.99	0.99	0.99	0.97	0.99	0.98	0.67	0.92	0.94	0.94	0.95	0.97	0.98	0.95	0.98	0.98	0.99	0.97	0.74	0.99	0.09	0.9
chr1	17958861	17958885	chr1	17958861	17958884	0.94	0.97	0.91	0.98	0.98	0.81	0.99	0.92	0.95	0.67	0.96	0.98	0.93	1.0	0.99	0.94	0.99	0.99	0.98	0.99	0.99	0.92	0.9	0.95	0.98	0.34	0.91	0.97	0.99	0.95	0.99
chr1	18058725	18058865	chr1	18058725	18058864	0.97	0.98	0.99	0.99	0.99	0.99	0.99	0.99	1.0	0.97	0.99	0.98	0.07	0.96	0.86	0.72	0.97	0.99	0.99	0.99	0.98	0.92	0.96	0.99	0.98	0.98	1.0	0.98	0.98	0.99	0.98
chr1	18788515	18789078	chr1	18788515	18789077	0.7	0.69	0.82	0.85	0.86	0.77	0.83	0.83	0.85	0.86	0.85	0.84	0.85	0.74	0.7	0.45	0.74	0.77	0.75	0.75	0.75	0.75	0.74	0.54	0.7	0.3	0.63	0.79	0.83	0.73	0.69
chr1	18916596	18916678	chr1	18916596	18916677	0.96	0.95	0.96	0.97	0.98	0.94	0.96	0.9	0.89	0.91	0.84	0.82	0.96	0.85	0.2	0.66	0.96	0.95	0.95	0.95	0.97	0.95	0.94	0.92	0.93	0.98	0.97	0.95	0.95	0.96	0.96
chr1	19279382	19279473	chr1	19279382	19279472	0.98	0.96	0.98	0.99	0.84	0.98	0.2	0.93	0.99	0.99	0.99	0.96	0.98	0.99	0.99	0.84	0.93	0.92	0.97	0.97	0.91	0.95	0.96	0.98	0.99	0.98	0.87	0.98	0.98	0.98	0.97
chr1	19439017	19439348	chr1	19439017	19439347	0.98	0.99	0.98	0.99	0.99	1.0	1.0	0.99	0.99	0.99	0.99	0.99	0.99	1.0	1.0	0.22	0.99	1.0	0.99	0.99	0.99	0.99	0.99	0.99	1.0	0.99	0.98	1.0	0.99	0.99	1.0
chr1	19583401	19583681	chr1	19583401	19583680	0.74	0.82	0.87	0.94	0.82	0.93	0.92	0.86	0.88	0.9	0.89	0.92	0.93	0.9	0.91	0.7	0.81	0.92	0.89	0.91	0.87	0.9	0.91	0.89	0.92	0.77	0.2	0.91	0.84	0.91	0.9
chr1	19589442	19590218	chr1	19589442	19590217	0.82	0.86	0.89	0.91	0.86	0.92	0.87	0.87	0.89	0.91	0.91	0.9	0.89	0.52	0.76	0.61	0.89	0.91	0.9	0.92	0.9	0.77	0.88	0.33	0.8	0.83	0.89	0.88	0.86	0.91	0.91
chr1	19652063	19652198	chr1	19652063	19652197	0.91	0.91	0.87	0.94	0.89	0.93	0.93	0.92	0.85	0.88	0.91	0.94	0.96	0.91	0.93	0.14	0.88	0.88	0.79	0.79	0.87	0.92	0.93	0.95	0.95	0.93	0.91	0.94	0.79	0.94	0.94
chr1	19652270	19652355	chr1	19652270	19652354	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.95	0.95	0.98	0.98	0.97	0.99	0.98	0.98	0.18	0.97	0.86	0.85	0.8	0.88	0.98	0.98	0.99	0.99	0.97	0.94	0.98	0.97	0.97	0.98
chr1	20190808	20190975	chr1	20190808	20190974	0.94	0.94	0.93	0.98	0.98	0.92	0.98	0.9	0.95	0.96	0.91	0.98	0.92	0.97	0.95	0.7	0.96	0.97	0.99	0.99	0.97	0.94	0.97	0.98	0.93	0.32	0.66	0.98	0.91	0.98	0.95
chr1	20826429	20826817	chr1	20826429	20826816	0.92	0.94	0.93	0.94	0.93	0.97	0.96	0.92	0.83	0.26	0.63	0.93	0.96	0.96	0.95	0.81	0.97	0.97	0.97	0.97	0.97	0.93	0.93	0.96	0.97	0.96	0.93	0.96	0.95	0.94	0.96
chr1	21116608	21117118	chr1	21116608	21117117	0.95	0.95	0.95	0.95	0.96	0.85	0.95	0.93	0.97	0.96	0.95	0.75	0.1	0.94	0.71	0.87	0.96	0.97	0.97	0.96	0.91	0.92	0.89	0.97	0.92	0.97	0.97	0.79	0.95	0.96	0.96
chr1	21573374	21573685	chr1	21573374	21573684	0.93	0.95	0.96	0.97	0.9	0.96	0.95	0.81	0.93	0.9	0.95	0.8	0.96	0.93	0.95	0.92	0.96	0.95	0.95	0.95	0.97	0.76	0.92	0.82	0.94	0.23	0.69	0.9	0.96	0.87	0.94
chr1	21605849	21605900	chr1	21605849	21605899	0.53	0.2	0.96	0.98	0.99	0.97	0.95	0.96	0.99	0.97	0.98	0.99	0.98	0.91	0.91	0.93	0.99	0.91	0.95	0.97	0.99	0.94	0.55	0.97	0.98	0.98	0.95	0.97	0.98	0.99	0.99
chr1	21680072	21680300	chr1	21680072	21680299	0.9	0.92	0.92	0.94	0.94	0.94	0.94	0.89	0.95	0.95	0.94	0.92	0.94	0.94	0.95	0.25	0.9	0.87	0.87	0.83	0.91	0.91	0.87	0.94	0.93	0.95	0.93	0.89	0.92	0.94	0.93
chr1	21693222	21693342	chr1	21693222	21693341	0.96	0.96	0.98	0.98	0.97	0.96	0.98	0.96	0.97	0.98	0.97	0.96	0.97	0.94	0.94	0.76	0.95	0.95	0.92	0.87	0.94	0.86	0.29	0.97	0.87	0.97	0.96	0.94	0.96	0.95	0.97
chr1	22009002	22009160	chr1	22009002	22009159	0.97	0.98	0.97	0.99	0.98	0.99	0.98	0.97	0.98	1.0	0.99	0.99	0.99	0.98	0.98	0.9	0.99	0.99	0.99	0.99	0.99	0.98	0.99	0.98	0.97	0.99	0.99	0.99	0.27	0.96	0.99
chr1	22013637	22014602	chr1	22013637	22014601	0.83	0.83	0.8	0.81	0.82	0.85	0.83	0.83	0.82	0.82	0.78	0.84	0.83	0.84	0.83	0.21	0.83	0.85	0.83	0.84	0.84	0.83	0.83	0.83	0.82	0.79	0.83	0.8	0.81	0.83	0.83
chr1	22092158	22092330	chr1	22092158	22092329	0.93	0.94	0.9	0.89	0.93	0.96	0.89	0.94	0.96	0.94	0.96	0.94	0.94	0.74	0.55	0.84	0.94	0.95	0.93	0.97	0.92	0.7	0.18	0.91	0.9	0.94	0.92	0.89	0.85	0.7	0.65
chr1	22212826	22213195	chr1	22212826	22213194	0.86	0.91	0.84	0.95	0.91	0.93	0.94	0.94	0.93	0.93	0.94	0.94	0.95	0.96	0.94	0.35	0.89	0.9	0.93	0.94	0.9	0.9	0.91	0.9	0.93	0.93	0.86	0.94	0.89	0.93	0.93
chr1	22304438	22305495	chr1	22304438	22305494	0.92	0.95	0.97	0.95	0.98	0.96	0.95	0.18	0.97	0.97	0.97	0.96	0.96	0.97	0.98	0.67	0.92	0.95	0.97	0.97	0.93	0.97	0.96	0.97	0.98	0.97	0.97	0.96	0.97	0.98	0.98
chr1	22305657	22306739	chr1	22305657	22306738	0.97	0.94	0.95	0.94	0.96	0.95	0.96	0.13	0.94	0.94	0.92	0.95	0.92	0.96	0.97	0.69	0.88	0.9	0.94	0.95	0.89	0.61	0.79	0.93	0.89	0.97	0.96	0.88	0.95	0.94	0.95
chr1	22306800	22307004	chr1	22306800	22307003	0.95	0.96	0.97	0.99	0.99	0.97	0.99	0.05	0.98	0.99	0.99	0.97	0.86	0.95	0.96	0.79	0.98	0.99	0.98	0.99	0.96	0.95	0.96	0.98	0.97	0.98	0.97	0.92	0.97	0.97	0.97
chr1	22307363	22307527	chr1	22307363	22307526	0.86	0.93	0.94	0.96	0.98	0.97	0.93	0.12	0.97	0.98	0.99	0.92	0.93	0.89	0.97	0.73	0.94	0.95	0.95	0.93	0.92	0.92	0.95	0.96	0.96	0.96	0.98	0.87	0.96	0.96	0.94
chr1	22307560	22307647	chr1	22307560	22307646	0.9	0.95	0.98	0.98	0.98	0.99	0.93	0.16	0.99	0.99	0.99	0.98	0.76	0.97	0.99	0.84	0.95	0.96	0.98	0.98	0.93	0.97	0.98	0.98	0.98	0.99	0.99	0.94	0.98	0.98	0.96
chr1	22326679	22326779	chr1	22326679	22326778	0.98	0.95	0.97	0.95	0.97	0.96	0.98	0.15	0.98	0.99	0.94	0.97	0.97	0.99	0.97	0.76	0.96	0.96	0.98	0.99	0.95	0.91	0.86	0.94	0.96	0.95	0.98	0.97	0.75	0.93	0.93
chr1	22326898	22327814	chr1	22326898	22327813	0.93	0.94	0.95	0.95	0.97	0.95	0.96	0.2	0.97	0.93	0.96	0.95	0.94	0.95	0.97	0.7	0.9	0.93	0.95	0.96	0.91	0.95	0.94	0.97	0.94	0.97	0.97	0.96	0.94	0.95	0.93
chr1	22329375	22329644	chr1	22329375	22329643	0.93	0.93	0.89	0.9	0.97	0.95	0.96	0.16	0.89	0.94	0.96	0.94	0.95	0.94	0.97	0.7	0.91	0.89	0.95	0.98	0.88	0.95	0.97	0.94	0.99	0.94	0.95	0.93	0.95	0.97	0.98
chr1	22330035	22330359	chr1	22330035	22330358	0.9	0.93	0.95	0.94	0.95	0.94	0.93	0.19	0.92	0.94	0.96	0.94	0.96	0.94	0.9	0.62	0.93	0.92	0.94	0.95	0.92	0.88	0.91	0.93	0.94	0.95	0.96	0.95	0.95	0.96	0.94
chr1	22331420	22331618	chr1	22331420	22331617	0.94	0.97	0.97	0.98	0.99	0.98	0.94	0.29	0.99	0.98	0.98	0.97	0.86	0.99	0.92	0.84	0.98	0.98	0.98	0.98	0.95	0.98	0.99	0.99	0.98	0.99	0.99	0.97	0.96	0.97	0.98
chr1	22331986	22332079	chr1	22331986	22332078	0.89	0.94	0.95	0.97	0.98	0.94	0.93	0.15	0.95	0.98	0.95	0.95	0.96	0.94	0.97	0.73	0.97	0.96	0.92	0.87	0.95	0.96	0.94	0.95	0.92	0.97	0.98	0.93	0.93	0.94	0.94
chr1	22813446	22813520	chr1	22813446	22813519	0.94	0.94	0.98	0.99	0.99	0.15	0.99	0.98	0.99	0.99	0.99	0.99	0.99	1.0	0.98	0.81	0.99	0.98	0.99	1.0	0.99	0.97	0.97	0.99	0.99	0.96	0.96	0.99	0.98	0.99	0.99
chr1	22819008	22819482	chr1	22819008	22819481	0.83	0.87	0.87	0.9	0.9	0.88	0.85	0.7	0.7	0.52	0.83	0.8	0.88	0.33	0.81	0.74	0.89	0.9	0.77	0.78	0.9	0.84	0.88	0.83	0.86	0.87	0.89	0.85	0.88	0.85	0.86
chr1	23583335	23583588	chr1	23583335	23583587	0.98	0.99	1.0	0.98	0.99	1.0	1.0	1.0	0.92	1.0	1.0	0.99	0.87	1.0	0.81	0.77	0.97	0.96	0.99	0.98	0.97	0.2	0.93	0.98	0.86	0.99	0.99	1.0	0.99	0.99	1.0
chr1	24214690	24215070	chr1	24214690	24215069	0.8	0.84	0.9	0.88	0.92	0.89	0.92	0.86	0.88	0.91	0.83	0.9	0.9	0.88	0.89	0.66	0.91	0.93	0.72	0.75	0.23	0.87	0.89	0.92	0.93	0.9	0.91	0.9	0.91	0.91	0.93
chr1	24466553	24467234	chr1	24466553	24467233	0.93	0.91	0.96	0.91	0.96	0.96	0.94	0.13	0.94	0.94	0.97	0.93	0.95	0.97	0.97	0.69	0.94	0.95	0.95	0.95	0.96	0.95	0.97	0.94	0.96	0.95	0.97	0.96	0.95	0.96	0.96
chr1	24467274	24467926	chr1	24467274	24467925	0.97	0.95	0.98	0.98	0.98	0.98	0.98	0.07	0.95	0.97	0.99	0.98	0.99	0.98	0.98	0.65	0.94	0.97	0.97	0.97	0.97	0.98	0.98	0.98	0.98	0.97	0.99	0.98	0.98	0.98	0.89
chr1	24855201	24855636	chr1	24855201	24855635	0.88	0.88	0.91	0.87	0.84	0.89	0.91	0.87	0.74	0.6	0.71	0.89	0.88	0.9	0.89	0.71	0.9	0.88	0.87	0.91	0.89	0.77	0.26	0.72	0.88	0.92	0.91	0.9	0.86	0.89	0.89
chr1	24945157	24945547	chr1	24945157	24945546	0.91	0.92	0.95	0.84	0.91	0.95	0.95	0.91	0.94	0.95	0.95	0.93	0.96	0.96	0.94	0.66	0.87	0.9	0.94	0.95	0.88	0.91	0.91	0.96	0.95	0.74	0.23	0.92	0.95	0.93	0.91
chr1	25200373	25200693	chr1	25200373	25200692	0.89	0.93	0.96	0.93	0.95	0.95	0.9	0.81	0.84	0.77	0.83	0.94	0.94	0.91	0.67	0.69	0.95	0.95	0.95	0.94	0.93	0.93	0.89	0.95	0.95	0.94	0.95	0.08	0.92	0.95	0.96
chr1	25319034	25319179	chr1	25319034	25319178	0.88	0.84	0.91	0.97	0.97	0.94	0.86	0.86	0.92	0.9	0.89	0.82	0.93	0.92	0.98	0.6	0.22	0.46	0.95	0.97	0.96	0.9	0.87	0.94	0.9	0.96	0.97	0.86	0.86	0.93	0.95
chr1	25580875	25581030	chr1	25580875	25581029	0.97	0.94	0.97	0.14	0.97	0.97	0.98	0.98	0.99	0.99	0.99	0.92	0.98	0.98	0.8	0.91	0.93	0.95	0.95	0.98	0.8	0.96	0.98	0.97	0.92	0.99	0.99	0.98	0.97	0.99	0.98
chr1	25611646	25611783	chr1	25611646	25611782	0.98	0.97	0.92	0.98	0.98	0.97	0.98	0.96	0.97	0.98	0.98	0.8	0.5	0.97	0.58	0.02	0.98	0.97	0.99	0.98	0.98	0.83	0.66	0.98	0.96	0.99	0.99	0.97	0.95	0.98	0.98
chr1	25911758	25912018	chr1	25911758	25912017	0.97	0.95	0.98	0.99	0.98	0.99	0.98	0.97	0.98	0.99	0.97	0.95	0.96	0.95	0.95	0.71	0.97	0.97	0.96	0.98	0.2	0.95	0.94	0.98	0.98	0.99	0.99	0.98	0.97	0.96	0.93
chr1	25981414	25981669	chr1	25981414	25981668	0.94	0.93	0.85	0.12	0.91	0.96	0.95	0.9	0.95	0.96	0.93	0.93	0.91	0.96	0.91	0.68	0.93	0.93	0.95	0.96	0.93	0.94	0.95	0.93	0.94	0.95	0.95	0.88	0.92	0.89	0.85
chr1	26711951	26712115	chr1	26711951	26712114	0.89	0.95	0.99	0.89	0.81	0.93	0.96	0.93	0.96	0.93	0.91	0.98	0.98	0.97	0.97	0.77	0.96	0.94	0.26	0.68	0.94	0.92	0.93	0.93	0.97	0.98	0.97	0.96	0.96	0.98	0.98
chr1	27329141	27329223	chr1	27329141	27329222	0.99	0.97	0.99	0.98	0.98	0.98	0.98	0.92	0.97	0.98	0.97	0.94	0.98	0.98	0.97	0.75	0.97	0.97	0.95	0.98	0.24	0.98	0.98	0.99	0.97	0.97	0.87	0.99	0.95	0.98	0.99
chr1	27934309	27934475	chr1	27934309	27934474	0.82	0.9	0.95	0.95	0.95	0.95	0.96	0.86	0.89	0.84	0.88	0.92	0.96	0.97	0.97	0.78	0.95	0.37	0.96	0.97	0.97	0.93	0.92	0.97	0.95	0.96	0.95	0.94	0.93	0.93	0.92
chr1	28293522	28294270	chr1	28293522	28294269	0.94	0.97	0.94	0.85	0.92	0.95	0.96	0.95	0.96	0.96	0.96	0.97	0.98	0.87	0.95	0.83	0.98	0.99	0.98	0.98	0.98	0.94	0.95	0.94	0.96	0.9	0.37	0.97	0.96	0.97	0.96
chr1	28846373	28846793	chr1	28846373	28846792	0.93	0.95	0.96	0.97	0.97	0.97	0.94	0.28	0.95	0.96	0.94	0.96	0.97	0.95	0.94	0.89	0.96	0.96	0.95	0.94	0.96	0.95	0.96	0.97	0.96	0.95	0.97	0.97	0.95	0.96	0.95
chr1	28855994	28856510	chr1	28855994	28856509	0.81	0.81	0.86	0.85	0.86	0.85	0.83	0.82	0.86	0.82	0.83	0.85	0.84	0.83	0.85	0.76	0.84	0.84	0.76	0.67	0.84	0.79	0.79	0.83	0.82	0.84	0.83	0.28	0.82	0.83	0.84
chr1	28890803	28891854	chr1	28890803	28891853	0.96	0.96	0.95	0.95	0.87	0.97	0.97	0.95	0.96	0.96	0.94	0.97	0.93	0.96	0.96	0.9	0.96	0.97	0.96	0.96	0.97	0.94	0.94	0.96	0.96	0.96	0.96	0.47	0.96	0.97	0.95
chr1	29041594	29041955	chr1	29041594	29041954	0.86	0.94	0.95	0.95	0.96	0.94	0.97	0.95	0.95	0.94	0.94	0.96	0.96	0.96	0.97	0.78	0.95	0.85	0.33	0.5	0.93	0.93	0.94	0.95	0.95	0.96	0.95	0.95	0.96	0.95	0.97
chr1	29379316	29379780	chr1	29379316	29379779	0.82	0.88	0.92	0.94	0.92	0.95	0.94	0.87	0.31	0.82	0.93	0.89	0.92	0.94	0.92	0.9	0.95	0.94	0.94	0.94	0.83	0.91	0.91	0.95	0.94	0.95	0.95	0.93	0.89	0.93	0.92
chr1	29380567	29381137	chr1	29380567	29381136	0.9	0.9	0.9	0.87	0.89	0.92	0.88	0.85	0.53	0.17	0.6	0.87	0.93	0.92	0.87	0.84	0.92	0.92	0.92	0.92	0.92	0.87	0.88	0.79	0.89	0.88	0.93	0.9	0.89	0.88	0.89
chr1	30153355	30153628	chr1	30153355	30153627	0.93	0.94	0.96	0.95	0.96	0.92	0.22	0.81	0.91	0.96	0.97	0.81	0.94	0.81	0.58	0.68	0.89	0.9	0.94	0.95	0.89	0.93	0.95	0.96	0.95	0.91	0.96	0.96	0.93	0.91	0.93
